path	image_width	image_height	image_x0	image_y0	image_xn	image_yn	data_offset	image_E0	image_N0
02-kaikohe-15m-subset01-01x01.tif	1000	1000	40000	0	40999	999	639	1612000.0	6234000.0
02-kaikohe-15m-subset02-01x02.tif	1000	1000	41000	0	41999	999	639	1627000.0	6234000.0
02-kaikohe-15m-subset03-01x03.tif	1000	1000	42000	0	42999	999	639	1642000.0	6234000.0
02-kaikohe-15m-subset04-01x04.tif	1000	1000	43000	0	43999	999	639	1657000.0	6234000.0
02-kaikohe-15m-subset05-01x05.tif	1000	1000	44000	0	44999	999	639	1672000.0	6234000.0
02-kaikohe-15m-subset06-01x06.tif	1000	1000	45000	0	45999	999	639	1687000.0	6234000.0
02-kaikohe-15m-subset07-01x07.tif	1000	1000	46000	0	46999	999	639	1702000.0	6234000.0
02-kaikohe-15m-subset08-01x08.tif	1000	1000	47000	0	47999	999	639	1717000.0	6234000.0
02-kaikohe-15m-subset09-02x01.tif	1000	1000	40000	1000	40999	1999	639	1612000.0	6219000.0
02-kaikohe-15m-subset10-02x02.tif	1000	1000	41000	1000	41999	1999	639	1627000.0	6219000.0
02-kaikohe-15m-subset11-02x03.tif	1000	1000	42000	1000	42999	1999	639	1642000.0	6219000.0
02-kaikohe-15m-subset12-02x04.tif	1000	1000	43000	1000	43999	1999	639	1657000.0	6219000.0
02-kaikohe-15m-subset13-02x05.tif	1000	1000	44000	1000	44999	1999	639	1672000.0	6219000.0
02-kaikohe-15m-subset14-02x06.tif	1000	1000	45000	1000	45999	1999	639	1687000.0	6219000.0
02-kaikohe-15m-subset15-02x07.tif	1000	1000	46000	1000	46999	1999	639	1702000.0	6219000.0
02-kaikohe-15m-subset16-02x08.tif	1000	1000	47000	1000	47999	1999	639	1717000.0	6219000.0
02-kaikohe-15m-subset17-03x01.tif	1000	1000	40000	2000	40999	2999	639	1612000.0	6204000.0
02-kaikohe-15m-subset18-03x02.tif	1000	1000	41000	2000	41999	2999	639	1627000.0	6204000.0
02-kaikohe-15m-subset19-03x03.tif	1000	1000	42000	2000	42999	2999	639	1642000.0	6204000.0
02-kaikohe-15m-subset20-03x04.tif	1000	1000	43000	2000	43999	2999	639	1657000.0	6204000.0
02-kaikohe-15m-subset21-03x05.tif	1000	1000	44000	2000	44999	2999	639	1672000.0	6204000.0
02-kaikohe-15m-subset22-03x06.tif	1000	1000	45000	2000	45999	2999	639	1687000.0	6204000.0
02-kaikohe-15m-subset23-03x07.tif	1000	1000	46000	2000	46999	2999	639	1702000.0	6204000.0
02-kaikohe-15m-subset24-03x08.tif	1000	1000	47000	2000	47999	2999	639	1717000.0	6204000.0
02-kaikohe-15m-subset25-04x01.tif	1000	1000	40000	3000	40999	3999	639	1612000.0	6189000.0
02-kaikohe-15m-subset26-04x02.tif	1000	1000	41000	3000	41999	3999	639	1627000.0	6189000.0
02-kaikohe-15m-subset27-04x03.tif	1000	1000	42000	3000	42999	3999	639	1642000.0	6189000.0
02-kaikohe-15m-subset28-04x04.tif	1000	1000	43000	3000	43999	3999	639	1657000.0	6189000.0
02-kaikohe-15m-subset29-04x05.tif	1000	1000	44000	3000	44999	3999	639	1672000.0	6189000.0
02-kaikohe-15m-subset30-04x06.tif	1000	1000	45000	3000	45999	3999	639	1687000.0	6189000.0
02-kaikohe-15m-subset31-04x07.tif	1000	1000	46000	3000	46999	3999	639	1702000.0	6189000.0
02-kaikohe-15m-subset32-04x08.tif	1000	1000	47000	3000	47999	3999	639	1717000.0	6189000.0
02-kaikohe-15m-subset33-05x01.tif	1000	1000	40000	4000	40999	4999	639	1612000.0	6174000.0
02-kaikohe-15m-subset34-05x02.tif	1000	1000	41000	4000	41999	4999	639	1627000.0	6174000.0
02-kaikohe-15m-subset35-05x03.tif	1000	1000	42000	4000	42999	4999	639	1642000.0	6174000.0
02-kaikohe-15m-subset36-05x04.tif	1000	1000	43000	4000	43999	4999	639	1657000.0	6174000.0
02-kaikohe-15m-subset37-05x05.tif	1000	1000	44000	4000	44999	4999	639	1672000.0	6174000.0
02-kaikohe-15m-subset38-05x06.tif	1000	1000	45000	4000	45999	4999	639	1687000.0	6174000.0
02-kaikohe-15m-subset39-05x07.tif	1000	1000	46000	4000	46999	4999	639	1702000.0	6174000.0
02-kaikohe-15m-subset40-05x08.tif	1000	1000	47000	4000	47999	4999	639	1717000.0	6174000.0
02-kaikohe-15m-subset41-06x01.tif	1000	1000	40000	5000	40999	5999	639	1612000.0	6159000.0
02-kaikohe-15m-subset42-06x02.tif	1000	1000	41000	5000	41999	5999	639	1627000.0	6159000.0
02-kaikohe-15m-subset43-06x03.tif	1000	1000	42000	5000	42999	5999	639	1642000.0	6159000.0
02-kaikohe-15m-subset44-06x04.tif	1000	1000	43000	5000	43999	5999	639	1657000.0	6159000.0
02-kaikohe-15m-subset45-06x05.tif	1000	1000	44000	5000	44999	5999	639	1672000.0	6159000.0
02-kaikohe-15m-subset46-06x06.tif	1000	1000	45000	5000	45999	5999	639	1687000.0	6159000.0
02-kaikohe-15m-subset47-06x07.tif	1000	1000	46000	5000	46999	5999	639	1702000.0	6159000.0
02-kaikohe-15m-subset48-06x08.tif	1000	1000	47000	5000	47999	5999	639	1717000.0	6159000.0
02-kaikohe-15m-subset49-07x01.tif	1000	1000	40000	6000	40999	6999	639	1612000.0	6144000.0
02-kaikohe-15m-subset50-07x02.tif	1000	1000	41000	6000	41999	6999	639	1627000.0	6144000.0
02-kaikohe-15m-subset51-07x03.tif	1000	1000	42000	6000	42999	6999	639	1642000.0	6144000.0
02-kaikohe-15m-subset52-07x04.tif	1000	1000	43000	6000	43999	6999	639	1657000.0	6144000.0
02-kaikohe-15m-subset53-07x05.tif	1000	1000	44000	6000	44999	6999	639	1672000.0	6144000.0
02-kaikohe-15m-subset54-07x06.tif	1000	1000	45000	6000	45999	6999	639	1687000.0	6144000.0
02-kaikohe-15m-subset55-07x07.tif	1000	1000	46000	6000	46999	6999	639	1702000.0	6144000.0
02-kaikohe-15m-subset56-07x08.tif	1000	1000	47000	6000	47999	6999	639	1717000.0	6144000.0
02-kaikohe-15m-subset57-08x01.tif	1000	1000	40000	7000	40999	7999	639	1612000.0	6129000.0
02-kaikohe-15m-subset58-08x02.tif	1000	1000	41000	7000	41999	7999	639	1627000.0	6129000.0
02-kaikohe-15m-subset59-08x03.tif	1000	1000	42000	7000	42999	7999	639	1642000.0	6129000.0
02-kaikohe-15m-subset60-08x04.tif	1000	1000	43000	7000	43999	7999	639	1657000.0	6129000.0
02-kaikohe-15m-subset61-08x05.tif	1000	1000	44000	7000	44999	7999	639	1672000.0	6129000.0
02-kaikohe-15m-subset62-08x06.tif	1000	1000	45000	7000	45999	7999	639	1687000.0	6129000.0
02-kaikohe-15m-subset63-08x07.tif	1000	1000	46000	7000	46999	7999	639	1702000.0	6129000.0
02-kaikohe-15m-subset64-08x08.tif	1000	1000	47000	7000	47999	7999	639	1717000.0	6129000.0
02-kaikohe-15m-subset65-09x01.tif	1000	1000	40000	8000	40999	8999	639	1612000.0	6114000.0
02-kaikohe-15m-subset66-09x02.tif	1000	1000	41000	8000	41999	8999	639	1627000.0	6114000.0
02-kaikohe-15m-subset67-09x03.tif	1000	1000	42000	8000	42999	8999	639	1642000.0	6114000.0
02-kaikohe-15m-subset68-09x04.tif	1000	1000	43000	8000	43999	8999	639	1657000.0	6114000.0
02-kaikohe-15m-subset69-09x05.tif	1000	1000	44000	8000	44999	8999	639	1672000.0	6114000.0
02-kaikohe-15m-subset70-09x06.tif	1000	1000	45000	8000	45999	8999	639	1687000.0	6114000.0
02-kaikohe-15m-subset71-09x07.tif	1000	1000	46000	8000	46999	8999	639	1702000.0	6114000.0
02-kaikohe-15m-subset72-09x08.tif	1000	1000	47000	8000	47999	8999	639	1717000.0	6114000.0
02-kaikohe-15m-subset73-10x01.tif	1000	1000	40000	9000	40999	9999	639	1612000.0	6099000.0
02-kaikohe-15m-subset74-10x02.tif	1000	1000	41000	9000	41999	9999	639	1627000.0	6099000.0
02-kaikohe-15m-subset75-10x03.tif	1000	1000	42000	9000	42999	9999	639	1642000.0	6099000.0
02-kaikohe-15m-subset76-10x04.tif	1000	1000	43000	9000	43999	9999	639	1657000.0	6099000.0
02-kaikohe-15m-subset77-10x05.tif	1000	1000	44000	9000	44999	9999	639	1672000.0	6099000.0
02-kaikohe-15m-subset78-10x06.tif	1000	1000	45000	9000	45999	9999	639	1687000.0	6099000.0
02-kaikohe-15m-subset79-10x07.tif	1000	1000	46000	9000	46999	9999	639	1702000.0	6099000.0
02-kaikohe-15m-subset80-10x08.tif	1000	1000	47000	9000	47999	9999	639	1717000.0	6099000.0
02-kaikohe-15m-subset81-11x01.tif	1000	1000	40000	10000	40999	10999	639	1612000.0	6084000.0
02-kaikohe-15m-subset82-11x02.tif	1000	1000	41000	10000	41999	10999	639	1627000.0	6084000.0
02-kaikohe-15m-subset83-11x03.tif	1000	1000	42000	10000	42999	10999	639	1642000.0	6084000.0
02-kaikohe-15m-subset84-11x04.tif	1000	1000	43000	10000	43999	10999	639	1657000.0	6084000.0
02-kaikohe-15m-subset85-11x05.tif	1000	1000	44000	10000	44999	10999	639	1672000.0	6084000.0
02-kaikohe-15m-subset86-11x06.tif	1000	1000	45000	10000	45999	10999	639	1687000.0	6084000.0
02-kaikohe-15m-subset87-11x07.tif	1000	1000	46000	10000	46999	10999	639	1702000.0	6084000.0
02-kaikohe-15m-subset88-11x08.tif	1000	1000	47000	10000	47999	10999	639	1717000.0	6084000.0
02-kaikohe-15m-subset89-12x01.tif	1000	1000	40000	11000	40999	11999	639	1612000.0	6069000.0
02-kaikohe-15m-subset90-12x02.tif	1000	1000	41000	11000	41999	11999	639	1627000.0	6069000.0
02-kaikohe-15m-subset91-12x03.tif	1000	1000	42000	11000	42999	11999	639	1642000.0	6069000.0
02-kaikohe-15m-subset92-12x04.tif	1000	1000	43000	11000	43999	11999	639	1657000.0	6069000.0
02-kaikohe-15m-subset93-12x05.tif	1000	1000	44000	11000	44999	11999	639	1672000.0	6069000.0
02-kaikohe-15m-subset94-12x06.tif	1000	1000	45000	11000	45999	11999	639	1687000.0	6069000.0
02-kaikohe-15m-subset95-12x07.tif	1000	1000	46000	11000	46999	11999	639	1702000.0	6069000.0
02-kaikohe-15m-subset96-12x08.tif	1000	1000	47000	11000	47999	11999	639	1717000.0	6069000.0
03-warkworth-15m-subset01-01x01.tif	1000	1000	48000	7200	48999	8199	639	1732000.0	6126000.0
03-warkworth-15m-subset02-01x02.tif	1000	1000	49000	7200	49999	8199	639	1747000.0	6126000.0
03-warkworth-15m-subset03-01x03.tif	1000	1000	50000	7200	50999	8199	639	1762000.0	6126000.0
03-warkworth-15m-subset04-01x04.tif	1000	1000	51000	7200	51999	8199	639	1777000.0	6126000.0
03-warkworth-15m-subset05-01x05.tif	1000	1000	52000	7200	52999	8199	639	1792000.0	6126000.0
03-warkworth-15m-subset06-01x06.tif	1000	1000	53000	7200	53999	8199	639	1807000.0	6126000.0
03-warkworth-15m-subset07-01x07.tif	1000	1000	54000	7200	54999	8199	639	1822000.0	6126000.0
03-warkworth-15m-subset08-01x08.tif	1000	1000	55000	7200	55999	8199	639	1837000.0	6126000.0
03-warkworth-15m-subset09-02x01.tif	1000	1000	48000	8200	48999	9199	639	1732000.0	6111000.0
03-warkworth-15m-subset10-02x02.tif	1000	1000	49000	8200	49999	9199	639	1747000.0	6111000.0
03-warkworth-15m-subset11-02x03.tif	1000	1000	50000	8200	50999	9199	639	1762000.0	6111000.0
03-warkworth-15m-subset12-02x04.tif	1000	1000	51000	8200	51999	9199	639	1777000.0	6111000.0
03-warkworth-15m-subset13-02x05.tif	1000	1000	52000	8200	52999	9199	639	1792000.0	6111000.0
03-warkworth-15m-subset14-02x06.tif	1000	1000	53000	8200	53999	9199	639	1807000.0	6111000.0
03-warkworth-15m-subset15-02x07.tif	1000	1000	54000	8200	54999	9199	639	1822000.0	6111000.0
03-warkworth-15m-subset16-02x08.tif	1000	1000	55000	8200	55999	9199	639	1837000.0	6111000.0
03-warkworth-15m-subset17-03x01.tif	1000	1000	48000	9200	48999	10199	639	1732000.0	6096000.0
03-warkworth-15m-subset18-03x02.tif	1000	1000	49000	9200	49999	10199	639	1747000.0	6096000.0
03-warkworth-15m-subset19-03x03.tif	1000	1000	50000	9200	50999	10199	639	1762000.0	6096000.0
03-warkworth-15m-subset20-03x04.tif	1000	1000	51000	9200	51999	10199	639	1777000.0	6096000.0
03-warkworth-15m-subset21-03x05.tif	1000	1000	52000	9200	52999	10199	639	1792000.0	6096000.0
03-warkworth-15m-subset22-03x06.tif	1000	1000	53000	9200	53999	10199	639	1807000.0	6096000.0
03-warkworth-15m-subset23-03x07.tif	1000	1000	54000	9200	54999	10199	639	1822000.0	6096000.0
03-warkworth-15m-subset24-03x08.tif	1000	1000	55000	9200	55999	10199	639	1837000.0	6096000.0
03-warkworth-15m-subset25-04x01.tif	1000	1000	48000	10200	48999	11199	639	1732000.0	6081000.0
03-warkworth-15m-subset26-04x02.tif	1000	1000	49000	10200	49999	11199	639	1747000.0	6081000.0
03-warkworth-15m-subset27-04x03.tif	1000	1000	50000	10200	50999	11199	639	1762000.0	6081000.0
03-warkworth-15m-subset28-04x04.tif	1000	1000	51000	10200	51999	11199	639	1777000.0	6081000.0
03-warkworth-15m-subset29-04x05.tif	1000	1000	52000	10200	52999	11199	639	1792000.0	6081000.0
03-warkworth-15m-subset30-04x06.tif	1000	1000	53000	10200	53999	11199	639	1807000.0	6081000.0
03-warkworth-15m-subset31-04x07.tif	1000	1000	54000	10200	54999	11199	639	1822000.0	6081000.0
03-warkworth-15m-subset32-04x08.tif	1000	1000	55000	10200	55999	11199	639	1837000.0	6081000.0
03-warkworth-15m-subset33-05x01.tif	1000	1000	48000	11200	48999	12199	639	1732000.0	6066000.0
03-warkworth-15m-subset34-05x02.tif	1000	1000	49000	11200	49999	12199	639	1747000.0	6066000.0
03-warkworth-15m-subset35-05x03.tif	1000	1000	50000	11200	50999	12199	639	1762000.0	6066000.0
03-warkworth-15m-subset36-05x04.tif	1000	1000	51000	11200	51999	12199	639	1777000.0	6066000.0
03-warkworth-15m-subset37-05x05.tif	1000	1000	52000	11200	52999	12199	639	1792000.0	6066000.0
03-warkworth-15m-subset38-05x06.tif	1000	1000	53000	11200	53999	12199	639	1807000.0	6066000.0
03-warkworth-15m-subset39-05x07.tif	1000	1000	54000	11200	54999	12199	639	1822000.0	6066000.0
03-warkworth-15m-subset40-05x08.tif	1000	1000	55000	11200	55999	12199	639	1837000.0	6066000.0
03-warkworth-15m-subset41-06x01.tif	1000	1000	48000	12200	48999	13199	639	1732000.0	6051000.0
03-warkworth-15m-subset42-06x02.tif	1000	1000	49000	12200	49999	13199	639	1747000.0	6051000.0
03-warkworth-15m-subset43-06x03.tif	1000	1000	50000	12200	50999	13199	639	1762000.0	6051000.0
03-warkworth-15m-subset44-06x04.tif	1000	1000	51000	12200	51999	13199	639	1777000.0	6051000.0
03-warkworth-15m-subset45-06x05.tif	1000	1000	52000	12200	52999	13199	639	1792000.0	6051000.0
03-warkworth-15m-subset46-06x06.tif	1000	1000	53000	12200	53999	13199	639	1807000.0	6051000.0
03-warkworth-15m-subset47-06x07.tif	1000	1000	54000	12200	54999	13199	639	1822000.0	6051000.0
03-warkworth-15m-subset48-06x08.tif	1000	1000	55000	12200	55999	13199	639	1837000.0	6051000.0
03-warkworth-15m-subset49-07x01.tif	1000	1000	48000	13200	48999	14199	639	1732000.0	6036000.0
03-warkworth-15m-subset50-07x02.tif	1000	1000	49000	13200	49999	14199	639	1747000.0	6036000.0
03-warkworth-15m-subset51-07x03.tif	1000	1000	50000	13200	50999	14199	639	1762000.0	6036000.0
03-warkworth-15m-subset52-07x04.tif	1000	1000	51000	13200	51999	14199	639	1777000.0	6036000.0
03-warkworth-15m-subset53-07x05.tif	1000	1000	52000	13200	52999	14199	639	1792000.0	6036000.0
03-warkworth-15m-subset54-07x06.tif	1000	1000	53000	13200	53999	14199	639	1807000.0	6036000.0
03-warkworth-15m-subset55-07x07.tif	1000	1000	54000	13200	54999	14199	639	1822000.0	6036000.0
03-warkworth-15m-subset56-07x08.tif	1000	1000	55000	13200	55999	14199	639	1837000.0	6036000.0
03-warkworth-15m-subset57-08x01.tif	1000	1000	48000	14200	48999	15199	639	1732000.0	6021000.0
03-warkworth-15m-subset58-08x02.tif	1000	1000	49000	14200	49999	15199	639	1747000.0	6021000.0
03-warkworth-15m-subset59-08x03.tif	1000	1000	50000	14200	50999	15199	639	1762000.0	6021000.0
03-warkworth-15m-subset60-08x04.tif	1000	1000	51000	14200	51999	15199	639	1777000.0	6021000.0
03-warkworth-15m-subset61-08x05.tif	1000	1000	52000	14200	52999	15199	639	1792000.0	6021000.0
03-warkworth-15m-subset62-08x06.tif	1000	1000	53000	14200	53999	15199	639	1807000.0	6021000.0
03-warkworth-15m-subset63-08x07.tif	1000	1000	54000	14200	54999	15199	639	1822000.0	6021000.0
03-warkworth-15m-subset64-08x08.tif	1000	1000	55000	14200	55999	15199	639	1837000.0	6021000.0
03-warkworth-15m-subset65-09x01.tif	1000	1000	48000	15200	48999	16199	639	1732000.0	6006000.0
03-warkworth-15m-subset66-09x02.tif	1000	1000	49000	15200	49999	16199	639	1747000.0	6006000.0
03-warkworth-15m-subset67-09x03.tif	1000	1000	50000	15200	50999	16199	639	1762000.0	6006000.0
03-warkworth-15m-subset68-09x04.tif	1000	1000	51000	15200	51999	16199	639	1777000.0	6006000.0
03-warkworth-15m-subset69-09x05.tif	1000	1000	52000	15200	52999	16199	639	1792000.0	6006000.0
03-warkworth-15m-subset70-09x06.tif	1000	1000	53000	15200	53999	16199	639	1807000.0	6006000.0
03-warkworth-15m-subset71-09x07.tif	1000	1000	54000	15200	54999	16199	639	1822000.0	6006000.0
03-warkworth-15m-subset72-09x08.tif	1000	1000	55000	15200	55999	16199	639	1837000.0	6006000.0
03-warkworth-15m-subset73-10x01.tif	1000	1000	48000	16200	48999	17199	639	1732000.0	5991000.0
